주문번호,관엽식물,서양란,공기정화식물,인테리어식물,완제품,공중식물,화병,야생화,선인장,수생/식충/과실수,다육,허브,분재,영양제/살균제,흙/마사/스톤,동양란,묘목/조경/관목,수입식물,화분,특가세일,구근,기타원예,단품,모종,씨앗,꽃다발/바구니,테이블/선반,개업/완제품,바위솔/세덤,조화,수초,근조/화환,1+1,기타수족관용품,바닥재/소일,조명,어항,수초용품,수석/유목/장식,Column1
A16491267776906349,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A16491251954220248,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A16491246700497530,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A16491153381209893,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.02204E+15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A16491115896724376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A16491112886240151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.02204E+15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.02204E+15,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A16491022968324223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A16490977440327144,1,,1,1,,1,,1,,,1,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
A16490970972486791,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
2.02204E+15,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A16490843827084130,,,,,,,,,,,,,,1,1,,,,,,,1,,,,,,,,,,,,,,,,,,
A16490798598088558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.02204E+15,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.02204E+15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.02204E+15,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
2.02204E+15,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A16490334032346139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A16490293668247217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.02204E+15,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
2.02204E+15,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
A16490106738920201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A16490036564164770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A16489721856983114,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
2.02204E+15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.02204E+15,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.02204E+15,,,1,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A16489309962086421,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
A16489261055368052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.02204E+15,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A16489240700488196,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.02204E+15,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A16489220037409280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A16489203337641608,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.02204E+15,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
A16489197337165755,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,
A16489181872085021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A16489108221124485,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
A16489071189805329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A16489067623482898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A16488845131541499,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.02204E+15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.02204E+15,,,1,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.02204E+15,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A16488384144965130,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.02204E+15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A16488155879762048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.02204E+15,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
A16487972829543711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.02203E+15,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
A16487582305444748,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.02203E+15,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
A16487500807609347,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
A16487475648648209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.02203E+15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A16487352383282602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.02203E+15,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
A16487245668801152,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.02203E+15,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
A16486890649679212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.02203E+15,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
2.02203E+15,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
2.02203E+15,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
A16486844274241283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.02203E+15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A16486679878407913,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.02203E+15,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
2.02203E+15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.02203E+15,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
2.02203E+15,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.02203E+15,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.02203E+15,,,1,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
A16486016451603765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A16485972506247136,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.02203E+15,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.02203E+15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.02203E+15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A16485891562881891,1,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
A16485889170482593,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
2.02203E+15,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
2.02203E+15,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A16485761668126137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A16485747256849204,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A16485736522723459,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
A16485686399289306,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.02203E+15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A16485667651642167,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
2.02203E+15,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
2.02203E+15,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
2.02203E+15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A16485169756583671,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
A16485036121123886,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.02203E+15,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.02203E+15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.02203E+15,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
2.02203E+15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.02203E+15,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.02203E+15,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,
2.02203E+15,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
2.02203E+15,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
A16484155525049232,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
A16484136444963012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A16484132731768301,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
A16484118063763455,1,,1,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,
2.02203E+15,1,,1,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,
A16484057897209445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A16484015045844299,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A16483969113328216,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,
2.02203E+15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.02203E+15,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
2.02203E+15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.02203E+15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.02203E+15,1,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A16483791918125569,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
A16483783559960263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A16483775373560988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A16483764547527171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.02203E+15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A16483132726089995,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
2.02203E+15,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A16483032651721602,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.02203E+15,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
2.02203E+15,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A16482680271072348,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A16482634072079198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.02203E+15,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
2.02203E+15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A16482234292007799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.02203E+15,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
A16482122463169255,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
2.02203E+15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.02203E+15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A16482012662481118,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
2.02203E+15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.02203E+15,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
2.02203E+15,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
A16481564733689219,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
A16481469099767711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.02203E+15,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
2.02203E+15,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.02203E+15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.02203E+15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.02203E+15,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
A16480948569174705,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
A16480915382946279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A16480848853816212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A16480822410241021,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
A16480718156409624,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.02203E+15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.02203E+15,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.02203E+15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A16480656379685081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A16480566710563126,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
2.02203E+15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.02203E+15,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A16480396839328542,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
A16480358458167623,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
2.02203E+15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.02203E+15,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A16480227499189541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A16479989750192993,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.02203E+15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.02203E+15,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
A16479656990841871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.02203E+15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
2.02203E+15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
A16479391181145381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.02203E+15,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
2.02203E+15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A16479127068420532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.02203E+15,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.02203E+15,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
A16479099246850236,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
A16479087474862133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A16479080601549154,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
A16478819958044949,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
2.02203E+15,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.02203E+15,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
A16478526245081316,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
A16478455338682099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A16478271281521495,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
2.02203E+15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A16478179841444405,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.02203E+15,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.02203E+15,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,
A16477959387966709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.02203E+15,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.02203E+15,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
A16477848739007014,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A16477723215727911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.02203E+15,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,
A16477673782227898,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
2.02203E+15,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,
2.02203E+15,,,,1,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
2.02203E+15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A16477363595543685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.02203E+15,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
2.02203E+15,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
2.02203E+15,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
2.02203E+15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
2.02203E+15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.02203E+15,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.02203E+15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A16476669988384775,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
A16476560818754769,1,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
2.02203E+15,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.02203E+15,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
A16476458303442607,,,,1,,1,,,1,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
A16476323797680858,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
A16476233880969394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.02203E+15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
A16475854700325205,,,,,,1,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,
2.02203E+15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A16475385942442163,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.02203E+15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A16475278229167440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A16475158457960312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A16475151186085320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A16475118457524045,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
A16475014356364115,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A16475008854722044,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A16474713379447740,,,1,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
2.02203E+15,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A16474671722641619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A16474571542722913,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
A16474499701529480,,,,1,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
A16474450483442607,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A16474419248241277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.02203E+15,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.02203E+15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A16474270733642584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A16473886261528182,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A16473869875288193,,,,,,,,,,,,,,1,1,,,,1,,,1,,,,,,,,,,,,,,,,,,
2.02203E+15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A16473774723685947,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A16473634703604970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.02203E+15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.02203E+15,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A16473564593402957,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A16473317273540378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.02203E+15,1,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
2.02203E+15,,,1,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A16473029123300219,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
A16472923871683417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A16472922460248706,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
2.02203E+15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.02203E+15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A16472889840801813,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.02203E+15,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
2.02203E+15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.02203E+15,,,1,,,,,1,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
A16472202380386416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.02203E+15,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
A16471958483125850,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A16471908790761361,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
2.02203E+15,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.02203E+15,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
2.02203E+15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.02203E+15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.02203E+15,,,,1,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
A16470801864201220,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.02203E+15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.02203E+15,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
2.02203E+15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A16470226875804813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A16470190523924558,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A16470105104521046,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.02203E+15,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,
2.02203E+15,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
2.02203E+15,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
A16469444545208279,,,,,,,,1,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
A16469207373602069,,,,1,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
A16469186278004046,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
A16469176384163224,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
2.02203E+15,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
A16468543418881347,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A16468502203280474,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A16468412124486765,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
